Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category
R006172,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Creativity, PyTorch, Redis, Caching, Pub/Sub, JavaScript, NoSQL, Responsive Design",Bachelor's in Computer Science,5,Creativity|PyTorch|Redis|Caching|Pub/Sub|JavaScript|NoSQL|Responsive Design|Data Structures|Scalability|Performance Optimization,Redis Developer,Technology
R006173,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Docker, JavaScript, CSS, UI/UX Design, React, PostgreSQL, Vue.js, Azure",Bachelor's in Computer Science,1,Docker|JavaScript|CSS|UI/UX Design|React|PostgreSQL|Vue.js|Azure|MySQL|Jenkins|HTML,Frontend Developer,Technology
R006174,"Education: MBA Experience: 13 years Skills: Executive Communication, Brand Management, Jira, Vision, Market Intelligence, Node.js, Digital Transformation, Strategic Leadership",MBA,13,Executive Communication|Brand Management|Jira|Vision|Market Intelligence|Node.js|Digital Transformation|Strategic Leadership|iOS,CMO,Marketing & Sales
R006175,"Education: Agriculture Program Experience: 6 years Skills: Azure, Dairy Operations, Presentation Skills, Leadership, Quality Control, Equipment, Animal Health, Problem Solving",Agriculture Program,6,Azure|Dairy Operations|Presentation Skills|Leadership|Quality Control|Equipment|Animal Health|Problem Solving,Dairy Manager,Agriculture
R006176,"Education: Bachelor's in Computer Science Experience: 2 years Skills: REST API, Mobile Design, C++, Swift, Figma, Objective-C, iOS SDK, Xcode",Bachelor's in Computer Science,2,REST API|Mobile Design|C++|Swift|Figma|Objective-C|iOS SDK|Xcode,Mobile Developer iOS,Technology
R006177,"Education: Bachelor's in Hospitality Management Experience: 2 years Skills: REST API, Docker, Project Management, Staff Management, Customer Service, Communication, Leadership, Budget Control",Bachelor's in Hospitality Management,2,REST API|Docker|Project Management|Staff Management|Customer Service|Communication|Leadership|Budget Control|Terraform|Django|Hotel Management,Hotel Manager,Hospitality & Tourism
R006178,"Education: Master's in Business Experience: 7 years Skills: C++, Pandas, Network Security, Strategic Leadership, Marketing, Department Management, NumPy, Communication",Master's in Business,7,C++|Pandas|Network Security|Strategic Leadership|Marketing|Department Management|NumPy|Communication|Vision|Business Development|Decision Making,Vice President,Private Sector Management
R006179,"Education: Management Experience Experience: 5 years Skills: Go, Communication, Customer Service, Restaurant Management, REST API, Financial Management, Staff Management, MySQL",Management Experience,5,Go|Communication|Customer Service|Restaurant Management|REST API|Financial Management|Staff Management|MySQL|Leadership|GraphQL|Shell Scripting,Restaurant Manager,Agriculture & Food
R006180,"Education: License Experience: 3 years Skills: Precision, TensorFlow, Jupyter, Hair Styling, Strategic Planning, Creativity, CSS, Customer Service",License,3,Precision|TensorFlow|Jupyter|Hair Styling|Strategic Planning|Creativity|CSS|Customer Service|Technical Skills|Redis|Communication,Hairstylist,Beauty & Wellness
R006181,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Distributed Systems, Creativity, Responsive Design, Performance, CQL, Cassandra, Scalability, NoSQL",Bachelor's in Computer Science,4,Distributed Systems|Creativity|Responsive Design|Performance|CQL|Cassandra|Scalability|NoSQL,Cassandra Developer,Technology
R006182,"Education: Apprenticeship Experience: 5 years Skills: Technical Knowledge, Time Management, Safety, AWS, Code Knowledge, Problem Solving, Adaptability, Troubleshooting",Apprenticeship,5,Technical Knowledge|Time Management|Safety|AWS|Code Knowledge|Problem Solving|Adaptability|Troubleshooting|Electrical Work,Electrician,Skilled Trades
R006183,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Financial Analysis, Data Warehousing, Spark, Python, Market Research, Wireframing, R, ETL",Bachelor's in Computer Science,2,Financial Analysis|Data Warehousing|Spark|Python|Market Research|Wireframing|R|ETL|Graphic Design|SQL|Hadoop,Data Engineer,Technology
R006184,"Education: Fire Academy Experience: 4 years Skills: Node.js, Compliance, Safety, Mentoring, Strategic Planning, Physical Fitness, Teamwork, Confluence",Fire Academy,4,Node.js|Compliance|Safety|Mentoring|Strategic Planning|Physical Fitness|Teamwork|Confluence|Quick Thinking|Problem Solving|Fire Fighting,Firefighter,Law Enforcement
R006185,"Education: Bachelor's in Public Administration Experience: 0 years Skills: Market Research, Government Knowledge, Communication, Penetration Testing, Data Analysis, Policy Analysis, Java, Research",Bachelor's in Public Administration,0,Market Research|Government Knowledge|Communication|Penetration Testing|Data Analysis|Policy Analysis|Java|Research|Writing,Government Analyst,Government & Public Service
R006186,"Education: Bachelor's in Environmental Science Experience: 2 years Skills: MySQL, Environmental Science, Critical Thinking, App Testing, TypeScript, Sustainability, Analysis, Deep Learning",Bachelor's in Environmental Science,2,MySQL|Environmental Science|Critical Thinking|App Testing|TypeScript|Sustainability|Analysis|Deep Learning|Technical Knowledge|Research|Problem Solving,Environmental Scientist,Environmental
R006187,"Education: Scrum Master Certification Experience: 3 years Skills: Scrum, Docker, Problem Solving, Team Leadership, Go, Confluence, Coaching, Rust",Scrum Master Certification,3,Scrum|Docker|Problem Solving|Team Leadership|Go|Confluence|Coaching|Rust|Agile|Communication,Scrum Master,Technology
R006188,"Education: Portfolio Experience: 2 years Skills: Creativity, Business Development, Lighting, Decision Making, Client Service, Node.js, Photography, Oracle",Portfolio,2,Creativity|Business Development|Lighting|Decision Making|Client Service|Node.js|Photography|Oracle|Composition|Editing Software,Photographer,Creative & Design
R006189,"Education: Bachelor's in Business Experience: 4 years Skills: User Research, Machine Learning, Mobile UI/UX, Product Strategy, Communication, Leadership, Data Analysis, Market Analysis",Bachelor's in Business,4,User Research|Machine Learning|Mobile UI/UX|Product Strategy|Communication|Leadership|Data Analysis|Market Analysis,Product Manager,Marketing & Sales
R006190,"Education: Bachelor's in IT Experience: 1 years Skills: LookML, Wireframing, Dashboard Development, Data Visualization, Looker, SQL, Python, Analytics",Bachelor's in IT,1,LookML|Wireframing|Dashboard Development|Data Visualization|Looker|SQL|Python|Analytics,Looker Developer,Data & Analytics
R006191,"Education: Bachelor's in Business Experience: 2 years Skills: Logistics Planning, CSS, Android, Supplier Management, Distribution, Cost Optimization, Fleet Management, Software",Bachelor's in Business,2,Logistics Planning|CSS|Android|Supplier Management|Distribution|Cost Optimization|Fleet Management|Software,Logistics Manager,Operations & Supply Chain
R006192,"Education: Medical Degree Experience: 5 years Skills: Empathy, GraphQL, Psychiatric Diagnosis, Problem Solving, Documentation, Patient Communication, Medical Knowledge, Jenkins",Medical Degree,5,Empathy|GraphQL|Psychiatric Diagnosis|Problem Solving|Documentation|Patient Communication|Medical Knowledge|Jenkins|Cassandra|Treatment Planning|SQL,Psychiatrist,Healthcare
R006193,"Education: Bachelor's in Business Experience: 5 years Skills: Jupyter, Compensation, Employee Relations, GCP, Compliance, Leadership, Recruitment, Communication",Bachelor's in Business,5,Jupyter|Compensation|Employee Relations|GCP|Compliance|Leadership|Recruitment|Communication|Kubernetes,HR Manager,Human Resources
R006194,"Education: Bachelor's in Logistics Experience: 2 years Skills: Business Development, Encryption, Database Design, Cost Optimization, Logistics Planning, Supplier Management, Distribution, Software",Bachelor's in Logistics,2,Business Development|Encryption|Database Design|Cost Optimization|Logistics Planning|Supplier Management|Distribution|Software|Fleet Management,Logistics Manager,Operations & Supply Chain
R006195,"Education: Bachelor's in IT Experience: 2 years Skills: SAP, SQL, Configuration, ABAP, Security Protocols, Adobe Creative Suite, Problem Solving, Enterprise Systems",Bachelor's in IT,2,SAP|SQL|Configuration|ABAP|Security Protocols|Adobe Creative Suite|Problem Solving|Enterprise Systems|JavaScript|NumPy,SAP Developer,Technology
R006196,"Education: Bachelor's in Computer Science Experience: 2 years Skills: RxJS, TypeScript, JavaScript, Angular, Negotiation, P&L Management, API Integration, CSS",Bachelor's in Computer Science,2,RxJS|TypeScript|JavaScript|Angular|Negotiation|P&L Management|API Integration|CSS,Angular Developer,Technology
R006197,"Education: MBA Experience: 12 years Skills: M&A, C++, Financial Strategy, Ansible, Technical Writing, Investor Relations, Node.js, Board Communication",MBA,12,M&A|C++|Financial Strategy|Ansible|Technical Writing|Investor Relations|Node.js|Board Communication|Risk Management|Strategic Leadership,CFO,Finance & Accounting
R006198,"Education: High School Experience: 2 years Skills: Responsibility, Safety, Technical Writing, Problem Solving, Awareness, Documentation, Communication, Database Design",High School,2,Responsibility|Safety|Technical Writing|Problem Solving|Awareness|Documentation|Communication|Database Design|Security|REST API,Security Guard,Law Enforcement
R006199,"Education: Certification Experience: 3 years Skills: GCP, Java, Rendering, Texturing, Creativity, Statistics, 3D Modeling, Power BI",Certification,3,GCP|Java|Rendering|Texturing|Creativity|Statistics|3D Modeling|Power BI|Problem Solving|Software Skills|Flutter,3D Artist,Creative & Design
R006200,"Education: Bachelor's in Literature Experience: 1 years Skills: Attention to Detail, Research, Pandas, Writing, Creativity, Communication, Oracle, Storytelling",Bachelor's in Literature,1,Attention to Detail|Research|Pandas|Writing|Creativity|Communication|Oracle|Storytelling|CSS,Writer,Entertainment & Media
R006201,"Education: Bachelor's in Computer Science Experience: 3 years Skills: System Administration, Regular Expressions, Teamwork, Problem Solving, Scripting, Perl, Database Design, Text Processing",Bachelor's in Computer Science,3,System Administration|Regular Expressions|Teamwork|Problem Solving|Scripting|Perl|Database Design|Text Processing,Perl Developer,Technology
R006202,"Education: Bachelor's in Engineering Experience: 6 years Skills: Go, Data Analysis, React Native, Lean Manufacturing, Leadership, Change Management, Process Analysis, Six Sigma",Bachelor's in Engineering,6,Go|Data Analysis|React Native|Lean Manufacturing|Leadership|Change Management|Process Analysis|Six Sigma|Teamwork,Process Improvement Manager,Operations & Supply Chain
R006203,"Education: Certification Experience: 1 years Skills: Software Skills, 3D Modeling, Azure, Problem Solving, Time Management, Statistics, Confluence, Texturing",Certification,1,Software Skills|3D Modeling|Azure|Problem Solving|Time Management|Statistics|Confluence|Texturing|Rendering|Creativity,3D Artist,Creative & Design
R006204,"Education: Bachelor's in Computer Engineering Experience: 1 years Skills: Sensors, Networking, IoT Technology, Query Optimization, Embedded Systems, Kubernetes, PyTorch, Microservices",Bachelor's in Computer Engineering,1,Sensors|Networking|IoT Technology|Query Optimization|Embedded Systems|Kubernetes|PyTorch|Microservices|System Design|C/C++,IoT Engineer,Technology
R006205,"Education: Bachelor's in Electronics Engineering Experience: 1 years Skills: PCB Design, CAD, Circuit Design, Microcontrollers, Hardware Design, Machine Learning, Embedded Systems, Risk Assessment",Bachelor's in Electronics Engineering,1,PCB Design|CAD|Circuit Design|Microcontrollers|Hardware Design|Machine Learning|Embedded Systems|Risk Assessment,Electronics Engineer,Engineering & Manufacturing
R006206,"Education: Associate in Event Planning Experience: 3 years Skills: Risk Assessment, HTML, Vendor Management, Problem Solving, Organization, Ruby, Budget Management, Event Planning",Associate in Event Planning,3,Risk Assessment|HTML|Vendor Management|Problem Solving|Organization|Ruby|Budget Management|Event Planning|Network Security|Communication,Event Coordinator,Hospitality & Tourism
R006207,"Education: Architecture License Experience: 6 years Skills: Creativity, Building Codes, CAD, Technical Knowledge, GraphQL, Architectural Design, Mentoring, Leadership",Architecture License,6,Creativity|Building Codes|CAD|Technical Knowledge|GraphQL|Architectural Design|Mentoring|Leadership|Client Communication,Architect,Construction & Real Estate
R006208,"Education: Bachelor's in Physical Education Experience: 2 years Skills: Risk Assessment, Motivation, Jupyter, Coaching, Athletic Knowledge, Shell Scripting, Training Program Design, Communication",Bachelor's in Physical Education,2,Risk Assessment|Motivation|Jupyter|Coaching|Athletic Knowledge|Shell Scripting|Training Program Design|Communication|Leadership|P&L Management,Coach,Sports & Recreation
R006209,"Education: Master's in AI Experience: 3 years Skills: MySQL, Java, Deep Learning, PyTorch, Tableau, Python, TensorFlow, Statistics",Master's in AI,3,MySQL|Java|Deep Learning|PyTorch|Tableau|Python|TensorFlow|Statistics|Docker|Research,Machine Learning Engineer,Technology
R006210,"Education: Bachelor's in Automotive Engineering Experience: 4 years Skills: C#, Marketing, Jira, Thermal Systems, Vehicle Systems, CAD, Problem Solving, Materials",Bachelor's in Automotive Engineering,4,C#|Marketing|Jira|Thermal Systems|Vehicle Systems|CAD|Problem Solving|Materials|Testing|HTML|Security Architecture,Automotive Engineer,Engineering & Manufacturing
R006211,"Education: Bachelor's in HR Experience: 5 years Skills: Problem Solving, Azure, Analysis, HR Expertise, Kubernetes, TypeScript, Organizational Development, Communication",Bachelor's in HR,5,Problem Solving|Azure|Analysis|HR Expertise|Kubernetes|TypeScript|Organizational Development|Communication|Strategic Thinking|Wireframing,HR Consultant,Consulting
R006212,"Education: Architecture License Experience: 5 years Skills: Technical Knowledge, CAD, User Interface, Client Communication, Building Codes, Android, Creativity, Architectural Design",Architecture License,5,Technical Knowledge|CAD|User Interface|Client Communication|Building Codes|Android|Creativity|Architectural Design|Sales|P&L Management,Architect,Construction & Real Estate
R006213,"Education: Privacy Certification Experience: 6 years Skills: Ruby, Privacy Law, Strategic Planning, Risk Management, Kubernetes, Risk Assessment, GDPR, Communication",Privacy Certification,6,Ruby|Privacy Law|Strategic Planning|Risk Management|Kubernetes|Risk Assessment|GDPR|Communication|Encryption|Presentation Skills|Compliance,Privacy Officer,Technology
R006214,"Education: Trade School Experience: 2 years Skills: Problem Solving, C++, Security Protocols, Troubleshooting, Equipment Knowledge, Safety, Attention to Detail, Vehicle Mechanics",Trade School,2,Problem Solving|C++|Security Protocols|Troubleshooting|Equipment Knowledge|Safety|Attention to Detail|Vehicle Mechanics|Azure|Oracle,Mechanic,Skilled Trades
R006215,"Education: Bachelor's in Environmental Science Experience: 2 years Skills: Public Safety, Confluence, Conservation, Security Protocols, Outdoor Skills, Environmental Knowledge, Database Design, Problem Solving",Bachelor's in Environmental Science,2,Public Safety|Confluence|Conservation|Security Protocols|Outdoor Skills|Environmental Knowledge|Database Design|Problem Solving|Teamwork|Communication,Park Ranger,Conservation
R006216,"Education: High School Experience: 4 years Skills: Maintenance, GCP, Kubernetes, Testing, Safety, Water Treatment, MongoDB, Equipment Operation",High School,4,Maintenance|GCP|Kubernetes|Testing|Safety|Water Treatment|MongoDB|Equipment Operation|Compliance,Water Treatment Operator,Energy & Utilities
R006217,"Education: Bachelor's in Geology Experience: 4 years Skills: Technical Knowledge, Problem Solving, Django, Scrum, Analysis, Field Work, Geology, Research",Bachelor's in Geology,4,Technical Knowledge|Problem Solving|Django|Scrum|Analysis|Field Work|Geology|Research,Geologist,Science & Research
R006218,"Education: Bachelor's in Cybersecurity Experience: 3 years Skills: Security Tools, Problem Solving, Penetration Testing, Graphic Design, Rust, Vulnerability Testing, Business Development, Reporting",Bachelor's in Cybersecurity,3,Security Tools|Problem Solving|Penetration Testing|Graphic Design|Rust|Vulnerability Testing|Business Development|Reporting|Security Testing|Risk Assessment,Security Tester,Technology
R006219,"Education: Bachelor's in Hospitality Management Experience: 3 years Skills: Hotel Management, NoSQL, Leadership, Budget Control, Staff Management, Communication, Customer Service, Presentation Skills",Bachelor's in Hospitality Management,3,Hotel Management|NoSQL|Leadership|Budget Control|Staff Management|Communication|Customer Service|Presentation Skills,Hotel Manager,Hospitality & Tourism
R006220,"Education: Grant Writing Certification Experience: 1 years Skills: Security Architecture, Angular, Grant Writing, Fundraising Knowledge, SQL, Organization, Scrum, Communication",Grant Writing Certification,1,Security Architecture|Angular|Grant Writing|Fundraising Knowledge|SQL|Organization|Scrum|Communication|Research|Problem Solving,Grant Writer,Non-profit & Charity
R006221,"Education: Associate in Broadcast Technology Experience: 2 years Skills: Technical Knowledge, Equipment Operation, Tableau, Attention to Detail, Troubleshooting, Safety, Jira, Network Security",Associate in Broadcast Technology,2,Technical Knowledge|Equipment Operation|Tableau|Attention to Detail|Troubleshooting|Safety|Jira|Network Security|HTML|Broadcasting,Broadcast Technician,Entertainment & Media
R006222,"Education: License Experience: 2 years Skills: Time Management, Empathy, Cassandra, Massage Therapy, Anatomy, Scrum, Communication, Problem Solving",License,2,Time Management|Empathy|Cassandra|Massage Therapy|Anatomy|Scrum|Communication|Problem Solving|AWS|Customer Service,Massage Therapist,Beauty & Wellness
R006223,"Education: Museum Studies Experience: 2 years Skills: Exhibition Design, Network Security, Creativity, Teamwork, Technical Skills, Communication, Project Management, Problem Solving",Museum Studies,2,Exhibition Design|Network Security|Creativity|Teamwork|Technical Skills|Communication|Project Management|Problem Solving,Exhibition Designer,Arts & Culture
R006224,"Education: Dental License Experience: 4 years Skills: HTML, Perl, Query Optimization, Diagnosis, Patient Communication, Budget Management, Clinical Skills, Dental Procedures",Dental License,4,HTML|Perl|Query Optimization|Diagnosis|Patient Communication|Budget Management|Clinical Skills|Dental Procedures|Compassion|Attention to Detail|Agile,Dentist,Healthcare
R006225,"Education: Bachelor's in Engineering Experience: 3 years Skills: Analytics, Cloud Platforms, Database Design, Scikit-learn, SQL, Machine Learning, Data Modeling, Kubernetes",Bachelor's in Engineering,3,Analytics|Cloud Platforms|Database Design|Scikit-learn|SQL|Machine Learning|Data Modeling|Kubernetes|Python|dbt|Critical Thinking,Analytics Engineer,Data & Analytics
R006226,"Education: High School Experience: 3 years Skills: Communication, Customer Service, MySQL, Hardware, Perl, Technical Support, Software, Troubleshooting",High School,3,Communication|Customer Service|MySQL|Hardware|Perl|Technical Support|Software|Troubleshooting,IT Help Desk Technician,Technology
R006227,"Education: Bachelor's in Cybersecurity Experience: 4 years Skills: Problem Solving, Penetration Testing, GCP, Networking, Cassandra, Hacking Tools, Mobile Security, Security",Bachelor's in Cybersecurity,4,Problem Solving|Penetration Testing|GCP|Networking|Cassandra|Hacking Tools|Mobile Security|Security|Vulnerability Research|Wireframing,Ethical Hacker,Technology
R006228,"Education: Master's in Library Science Experience: 1 years Skills: Organization, Security Architecture, Technology, Information Management, Strategic Planning, Communication, Customer Service, Adaptability",Master's in Library Science,1,Organization|Security Architecture|Technology|Information Management|Strategic Planning|Communication|Customer Service|Adaptability|Research,Librarian,Information Services
R006229,"Education: Bachelor's in Business Experience: 1 years Skills: Scikit-learn, Reporting, Risk Assessment, Tableau, Penetration Testing, SQL, Data Analysis, Power BI",Bachelor's in Business,1,Scikit-learn|Reporting|Risk Assessment|Tableau|Penetration Testing|SQL|Data Analysis|Power BI|CI/CD|Excel,BI Analyst,Data & Analytics
R006230,"Education: Associate in Veterinary Technology Experience: 0 years Skills: Compassion, Technical Skills, Communication, Java, Web Accessibility, Animal Handling, Veterinary Care, Flask",Associate in Veterinary Technology,0,Compassion|Technical Skills|Communication|Java|Web Accessibility|Animal Handling|Veterinary Care|Flask|Safety,Veterinary Technician,Veterinary
R006231,"Education: Master's in AI Experience: 3 years Skills: PostgreSQL, Deep Learning, User Experience, Research, Statistics, Firewalls, Mentoring, PyTorch",Master's in AI,3,PostgreSQL|Deep Learning|User Experience|Research|Statistics|Firewalls|Mentoring|PyTorch|Python|TensorFlow,Machine Learning Engineer,Technology
R006232,"Education: Police Academy Experience: 3 years Skills: Analysis, Security Protocols, Judgment, Django, PostgreSQL, Problem Solving, Communication, Confluence",Police Academy,3,Analysis|Security Protocols|Judgment|Django|PostgreSQL|Problem Solving|Communication|Confluence|Investigation|Attention to Detail,Detective,Law Enforcement
R006233,"Education: Bachelor's in Journalism Experience: 3 years Skills: Communication, Research, Presentation, Writing, Critical Thinking, On-Camera Skills, Scikit-learn, NoSQL",Bachelor's in Journalism,3,Communication|Research|Presentation|Writing|Critical Thinking|On-Camera Skills|Scikit-learn|NoSQL,News Anchor,Media & Entertainment
R006234,"Education: MBA Experience: 3 years Skills: Strategic Thinking, Research, Docker, Problem Solving, Query Optimization, Communication, Project Management, Deep Learning",MBA,3,Strategic Thinking|Research|Docker|Problem Solving|Query Optimization|Communication|Project Management|Deep Learning|Business Analysis|Creativity,Management Consultant,Consulting
R006235,"Education: Bachelor's in Accounting Experience: 2 years Skills: Mobile Security, IRS Knowledge, Compliance, Tax Law, Software, Microservices, Accounting, Tax Planning",Bachelor's in Accounting,2,Mobile Security|IRS Knowledge|Compliance|Tax Law|Software|Microservices|Accounting|Tax Planning,Tax Specialist,Finance & Accounting
R006236,"Education: Bachelor's in Education Experience: 4 years Skills: Student Support, Mentoring, Counseling, Academic Planning, Problem Solving, Organization, Rust, Communication",Bachelor's in Education,4,Student Support|Mentoring|Counseling|Academic Planning|Problem Solving|Organization|Rust|Communication,Academic Advisor,Education & Training
R006237,"Education: Architecture Certification Experience: 5 years Skills: Business Acumen, Solution Design, Firewalls, System Architecture, Deep Learning, Budget Management, Agile, Leadership",Architecture Certification,5,Business Acumen|Solution Design|Firewalls|System Architecture|Deep Learning|Budget Management|Agile|Leadership|Technical Expertise|Communication,Solution Architect,Technology
R006238,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Ruby on Rails, SEO, TypeScript, Ruby, GraphQL, Problem Solving, C++, HTML/CSS",Bachelor's in Computer Science,2,Ruby on Rails|SEO|TypeScript|Ruby|GraphQL|Problem Solving|C++|HTML/CSS|SQL|Presentation Skills|API Development,Ruby Developer,Technology
R006239,"Education: Bachelor's in Business Experience: 3 years Skills: Market Research, Positioning, Docker, Analytics, Adaptability, Product Strategy, Scikit-learn, Messaging",Bachelor's in Business,3,Market Research|Positioning|Docker|Analytics|Adaptability|Product Strategy|Scikit-learn|Messaging|Campaign Management,Product Marketing Manager,Marketing & Sales
R006240,"Education: Bachelor's in Mathematics Experience: 1 years Skills: Python, iOS, Statistical Analysis, Tableau, Excel, Cassandra, SQL, Data Visualization",Bachelor's in Mathematics,1,Python|iOS|Statistical Analysis|Tableau|Excel|Cassandra|SQL|Data Visualization|Negotiation,Data Analyst,Data & Analytics
R006241,"Education: Bachelor's in Business Experience: 1 years Skills: Relationship Building, CRM, Graphic Design, Account Management, Negotiation, Product Knowledge, Vue.js, Azure",Bachelor's in Business,1,Relationship Building|CRM|Graphic Design|Account Management|Negotiation|Product Knowledge|Vue.js|Azure|Encryption|Deep Learning|Sales,Account Executive,Marketing & Sales
R006242,"Education: Bachelor's in Computer Science Experience: 1 years Skills: C#, Big Data, Scala, Apache Spark, Confluence, Python, Flask, Technical Writing",Bachelor's in Computer Science,1,C#|Big Data|Scala|Apache Spark|Confluence|Python|Flask|Technical Writing|Distributed Computing|SQL|Problem Solving,Spark Developer,Data & Analytics
R006243,"Education: Bachelor's in Electrical Engineering Experience: 4 years Skills: Technical Knowledge, Compliance, CAD, Power Systems, Troubleshooting, Market Research, Electrical Systems, Circuit Design",Bachelor's in Electrical Engineering,4,Technical Knowledge|Compliance|CAD|Power Systems|Troubleshooting|Market Research|Electrical Systems|Circuit Design,Electrical Engineer,Engineering & Manufacturing
R006244,"Education: Maritime Training Experience: 5 years Skills: Navigation, Confluence, Safety, Leadership, Problem Solving, Technical Skills, Database Design, Maritime Knowledge",Maritime Training,5,Navigation|Confluence|Safety|Leadership|Problem Solving|Technical Skills|Database Design|Maritime Knowledge|Agile,Deck Officer,Transportation
R006245,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Web Accessibility, Encryption, Object-Oriented Design, Web Design, Node.js, JavaScript, Type Safety, Problem Solving",Bachelor's in Computer Science,2,Web Accessibility|Encryption|Object-Oriented Design|Web Design|Node.js|JavaScript|Type Safety|Problem Solving|TypeScript|Ruby|GraphQL,TypeScript Developer,Technology
R006246,"Education: High School Experience: 0 years Skills: Node.js, App Testing, Problem Solving, Security, Safety, Communication, Awareness, Responsibility",High School,0,Node.js|App Testing|Problem Solving|Security|Safety|Communication|Awareness|Responsibility,Security Guard,Law Enforcement
R006247,"Education: Bachelor's in Mathematics Experience: 0 years Skills: Tableau, Statistical Analysis, Python, AWS, Excel, Data Visualization, SQL, CSS",Bachelor's in Mathematics,0,Tableau|Statistical Analysis|Python|AWS|Excel|Data Visualization|SQL|CSS,Data Analyst,Data & Analytics
R006248,"Education: High School Experience: 1 years Skills: Communication, Analytics, User Experience, Content Creation, Mobile Security, PyTorch, Creativity, Social Media",High School,1,Communication|Analytics|User Experience|Content Creation|Mobile Security|PyTorch|Creativity|Social Media|Jenkins|Photography/Videography,Social Media Content Creator,Media Production
R006249,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Performance, Query DSL, C++, Analytics, Presentation Skills, Kibana, Search Technology, Elasticsearch",Bachelor's in Computer Science,5,Performance|Query DSL|C++|Analytics|Presentation Skills|Kibana|Search Technology|Elasticsearch|Flask|GraphQL|Decision Making,Elasticsearch Developer,Technology
R006250,"Education: Master's in Business Experience: 9 years Skills: PyTorch, Network Security, Strategic Leadership, Python, CSS, Business Development, Decision Making, Communication",Master's in Business,9,PyTorch|Network Security|Strategic Leadership|Python|CSS|Business Development|Decision Making|Communication|Department Management|Vision,Vice President,Private Sector Management
R006251,"Education: Bachelor's in Literature Experience: 1 years Skills: AWS, Storytelling, Writing, Communication, Creativity, CloudFormation, Attention to Detail, Research",Bachelor's in Literature,1,AWS|Storytelling|Writing|Communication|Creativity|CloudFormation|Attention to Detail|Research,Writer,Entertainment & Media
R006252,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Concurrency, Microservices, API Development, Docker, CI/CD, Go, Problem Solving, Documentation",Bachelor's in Computer Science,3,Concurrency|Microservices|API Development|Docker|CI/CD|Go|Problem Solving|Documentation,Go Developer,Technology
R006253,"Education: Bachelor's in HR Experience: 5 years Skills: Curriculum Development, Leadership, E-Learning, Training Design, Coaching, Firewalls, Mobile Security, Project Management",Bachelor's in HR,5,Curriculum Development|Leadership|E-Learning|Training Design|Coaching|Firewalls|Mobile Security|Project Management,Learning & Development Manager,Human Resources
R006254,"Education: Driver's License Experience: 1 years Skills: Driving, Organization, Communication, Time Management, Safety, GCP, Customer Service, Jupyter",Driver's License,1,Driving|Organization|Communication|Time Management|Safety|GCP|Customer Service|Jupyter|Sales|Android,Delivery Driver,Transportation & Logistics
R006255,"Education: Bachelor's in English Experience: 1 years Skills: Organization, Writing, Query Optimization, Figma, Management, Content Editing, Node.js, Attention to Detail",Bachelor's in English,1,Organization|Writing|Query Optimization|Figma|Management|Content Editing|Node.js|Attention to Detail|Communication|Power BI,Editor,Entertainment & Media
R006256,"Education: Bachelor's in Geology Experience: 1 years Skills: Scala, PHP, Prototyping, Research, Analysis, Technical Knowledge, Problem Solving, Geology",Bachelor's in Geology,1,Scala|PHP|Prototyping|Research|Analysis|Technical Knowledge|Problem Solving|Geology|Field Work,Geologist,Science & Research
R006257,"Education: Equipment License Experience: 4 years Skills: Tableau, Mobile Security, Equipment Operation, Precision, GraphQL, PostgreSQL, Go, Communication",Equipment License,4,Tableau|Mobile Security|Equipment Operation|Precision|GraphQL|PostgreSQL|Go|Communication|Problem Solving|Safety|Attention to Detail,Heavy Equipment Operator,Skilled Trades
R006258,"Education: High School Experience: 2 years Skills: Negotiation, Problem Solving, Web Design, Sales, Graphic Design, Mobile Security, Communication, Product Knowledge",High School,2,Negotiation|Problem Solving|Web Design|Sales|Graphic Design|Mobile Security|Communication|Product Knowledge|Customer Service|Strategic Planning|Teamwork,Sales Associate,Retail & Hospitality
R006259,"Education: CPA Experience: 7 years Skills: React, HTML, Graphic Design, PHP, Compliance, Leadership, Risk Assessment, Communication",CPA,7,React|HTML|Graphic Design|PHP|Compliance|Leadership|Risk Assessment|Communication|JavaScript|Audit Procedures|Internal Controls,Audit Manager,Finance & Accounting
R006260,"Education: Bachelor's in IT Experience: 2 years Skills: Ruby, Agile, Communication, REST API, Team Leadership, Scrum, Coaching, TensorFlow",Bachelor's in IT,2,Ruby|Agile|Communication|REST API|Team Leadership|Scrum|Coaching|TensorFlow|Problem Solving,Scrum Master,Technology
R006261,"Education: Bachelor's in 3D Art Experience: 0 years Skills: Problem Solving, Texturing, Creativity, Adaptability, TensorFlow, Kotlin, Rendering, Software Skills",Bachelor's in 3D Art,0,Problem Solving|Texturing|Creativity|Adaptability|TensorFlow|Kotlin|Rendering|Software Skills|3D Modeling|Django|Perl,3D Artist,Creative & Design
